"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
714519408,"Attrited Customer",44,"F",3,"College","Married","Less than $40K","Blue",36,2,3,3,5357,2139,3218,0.499,1979,48,0.655,0.399,0.99674,0.00326498
719153433,"Existing Customer",49,"F",4,"Uneducated","Married","Unknown","Blue",38,4,2,1,2542,850,1692,0.723,4972,79,0.717,0.334,7.4017e-05,0.99993
710243208,"Existing Customer",56,"F",4,"Unknown","Married","Less than $40K","Blue",44,3,3,2,1707,0,1707,0.683,4846,80,0.569,0,0.00020735,0.99979
795844983,"Existing Customer",45,"F",3,"High School","Married","$40K - $60K","Blue",39,6,4,1,2851,0,2851,0.482,3916,64,0.829,0,0.00013224,0.99987
828294933,"Attrited Customer",49,"F",3,"High School","Married","Less than $40K","Blue",45,3,2,3,2951,2437,514,0.765,2519,36,0.565,0.826,0.99485,0.00515
713531808,"Existing Customer",38,"F",1,"Doctorate","Married","Less than $40K","Blue",28,6,1,1,1438.3,0,1438.3,0.813,4475,74,0.644,0,4.5115e-05,0.99995
715778358,"Existing Customer",45,"M",5,"Graduate","Married","$120K +","Blue",26,6,3,2,34516,797,33719,1.133,3643,59,1.034,0.023,0.0001857,0.99981
778910883,"Attrited Customer",53,"M",2,"Unknown","Married","$80K - $120K","Blue",34,4,3,2,1837,875,962,0.58,2169,43,0.654,0.476,0.99497,0.00503
712781883,"Existing Customer",36,"F",1,"Uneducated","Married","Less than $40K","Blue",36,6,1,3,2611,537,2074,0.848,5121,83,0.804,0.206,8.9404e-05,0.99991
717574683,"Existing Customer",53,"F",3,"Unknown","Married","$40K - $60K","Blue",46,6,3,1,2192,1146,1046,0.622,4756,85,0.735,0.523,0.00012373,0.99988
718324983,"Existing Customer",60,"F",0,"College","Married","Less than $40K","Blue",49,5,3,3,1634,1155,479,0.874,4522,83,0.766,0.707,0.00025239,0.99975
789698733,"Existing Customer",40,"F",4,"Uneducated","Married","Less than $40K","Blue",27,5,3,1,4788,1088,3700,0.808,4438,78,0.95,0.227,0.00011697,0.99988
787514433,"Existing Customer",34,"F",3,"College","Married","Less than $40K","Blue",23,3,3,3,2164,1176,988,0.835,5075,71,0.868,0.543,0.00030519,0.99969
781930233,"Existing Customer",47,"F",2,"High School","Married","Less than $40K","Blue",37,6,1,1,2946,2338,608,0.58,4717,70,0.628,0.794,3.2288e-05,0.99997
788418933,"Existing Customer",35,"F",2,"Graduate","Married","$40K - $60K","Blue",27,5,2,3,1613,1085,528,0.659,5000,85,0.848,0.673,0.00019143,0.99981
788898933,"Existing Customer",42,"F",4,"College","Married","Less than $40K","Blue",27,6,2,1,2043,0,2043,1.019,5198,77,0.711,0,6.9988e-05,0.99993
712163433,"Attrited Customer",47,"M",3,"Uneducated","Married","$40K - $60K","Blue",29,1,2,4,1684,644,1040,0.723,2164,36,0.714,0.382,0.99714,0.00286097
820868508,"Existing Customer",47,"M",2,"College","Married","$40K - $60K","Blue",43,3,4,1,7106,736,6370,0.687,5192,75,0.562,0.104,0.00012746,0.99987
718932633,"Existing Customer",45,"F",3,"College","Married","Less than $40K","Blue",35,3,2,2,1717,1156,561,0.647,4301,64,0.641,0.673,0.00011483,0.99989
711487533,"Attrited Customer",47,"F",3,"Unknown","Married","Less than $40K","Blue",38,3,3,2,1438.3,0,1438.3,0.198,1687,38,0.226,0,0.99515,0.00484967
715306983,"Attrited Customer",42,"M",5,"High School","Married","$60K - $80K","Blue",36,1,2,3,1866,0,1866,0.798,2833,42,0.355,0,0.99482,0.00518
714842208,"Existing Customer",52,"F",2,"Graduate","Married","$40K - $60K","Blue",36,6,4,2,2804,1782,1022,0.698,4357,69,0.605,0.636,0.00021738,0.99978
713592408,"Existing Customer",43,"F",3,"High School","Married","Less than $40K","Blue",28,3,3,2,2590,0,2590,0.63,3391,66,0.833,0,0.00018145,0.99982
714520233,"Attrited Customer",59,"F",0,"Graduate","Married","Less than $40K","Blue",36,2,3,2,1708,0,1708,0.443,1992,38,0.357,0,0.99356,0.00644
709455108,"Existing Customer",49,"F",4,"Unknown","Married","Less than $40K","Blue",33,3,2,1,2393,1667,726,0.974,3768,79,0.681,0.697,7.9128e-05,0.99992
770800683,"Existing Customer",48,"F",3,"Post-Graduate","Married","Less than $40K","Blue",35,3,3,3,2640,2133,507,1.008,4956,72,0.846,0.808,0.00036935,0.99963
717725433,"Attrited Customer",54,"F",2,"Graduate","Married","$40K - $60K","Blue",44,3,4,2,1606,0,1606,0.763,2258,37,0.609,0,0.99542,0.00457826
720600858,"Existing Customer",41,"M",4,"Graduate","Married","$60K - $80K","Blue",26,5,2,2,5633,1395,4238,0.542,3695,75,0.63,0.248,0.00011937,0.99988
717797658,"Existing Customer",57,"F",2,"Graduate","Married","Less than $40K","Blue",45,6,2,2,1438.3,740,698.3,0.698,4970,87,0.933,0.514,0.00011382,0.99989
779458383,"Existing Customer",50,"F",3,"High School","Married","Less than $40K","Blue",32,6,2,3,2590,2087,503,0.7,4248,73,0.78,0.806,0.00019311,0.99981
711994458,"Existing Customer",47,"F",4,"High School","Married","Unknown","Blue",39,6,4,0,1537,0,1537,0.712,4234,75,0.786,0,8.1758e-05,0.99992
710456658,"Existing Customer",50,"F",4,"Graduate","Married","Less than $40K","Blue",31,4,2,1,2080,1799,281,0.651,5130,82,0.864,0.865,7.1987e-05,0.99993
713746608,"Existing Customer",48,"F",2,"High School","Married","Unknown","Blue",37,3,2,2,8446,908,7538,0.604,4240,67,0.763,0.108,0.00011065,0.99989
718020408,"Existing Customer",60,"F",1,"Graduate","Married","Less than $40K","Blue",36,3,4,3,1977,545,1432,0.901,4393,72,0.946,0.276,0.00034315,0.99966
719475633,"Existing Customer",42,"M",3,"Post-Graduate","Married","$80K - $120K","Blue",30,6,2,3,13908,0,13908,0.719,4319,81,0.976,0,0.00023373,0.99977
719654283,"Existing Customer",52,"F",2,"Graduate","Married","$40K - $60K","Silver",42,3,3,2,19220,0,19220,0.997,4642,81,0.761,0,0.00016253,0.99984
712567083,"Existing Customer",51,"M",1,"High School","Married","$80K - $120K","Blue",36,5,2,2,9186,0,9186,0.658,4986,88,0.76,0,0.00010386,0.9999
718641483,"Existing Customer",53,"F",3,"Graduate","Married","Less than $40K","Blue",42,3,1,1,2404,1109,1295,0.639,4519,72,0.636,0.461,3.4465e-05,0.99997
710690733,"Attrited Customer",47,"F",3,"Graduate","Married","Less than $40K","Blue",35,4,3,2,1666,0,1666,0.92,2816,38,0.52,0,0.99467,0.00533
711992133,"Existing Customer",53,"F",1,"Uneducated","Married","Less than $40K","Blue",41,4,2,2,2596,868,1728,0.743,4801,72,0.714,0.334,0.00010985,0.99989
709836258,"Existing Customer",45,"F",4,"Graduate","Married","Less than $40K","Blue",41,5,1,2,1927,1337,590,0.667,5127,81,0.653,0.694,5.7762e-05,0.99994
715950483,"Attrited Customer",39,"F",1,"Uneducated","Married","$40K - $60K","Blue",27,3,3,3,2821,725,2096,0.704,2397,35,0.296,0.257,0.99659,0.00341249
798281808,"Existing Customer",48,"M",4,"High School","Married","$60K - $80K","Blue",42,5,4,3,3879,1214,2665,0.924,5158,79,0.681,0.313,0.00037272,0.99963
720414558,"Existing Customer",56,"F",2,"Unknown","Married","Less than $40K","Blue",36,6,2,1,1971,922,1049,0.762,4827,84,0.867,0.468,7.5449e-05,0.99992
713509908,"Existing Customer",48,"F",2,"Graduate","Married","Unknown","Blue",35,3,1,1,1755,1058,697,0.697,4719,90,0.8,0.603,3.3214e-05,0.99997
711919608,"Attrited Customer",42,"F",3,"Graduate","Married","Less than $40K","Blue",36,4,3,2,2031,1720,311,0.713,2702,32,0.778,0.847,0.99467,0.00533
709993158,"Existing Customer",46,"F",2,"Graduate","Married","Less than $40K","Blue",31,5,2,0,2330,1584,746,0.78,3917,71,0.651,0.68,4.1986e-05,0.99996
767815233,"Existing Customer",46,"F",3,"College","Married","Less than $40K","Blue",40,6,4,2,1438.3,0,1438.3,0.714,4283,88,0.833,0,0.0002193,0.99978
720015183,"Existing Customer",60,"M",1,"Graduate","Married","$120K +","Blue",46,6,3,1,5130,2048,3082,0.776,4601,88,0.76,0.399,0.00010182,0.9999
778236858,"Existing Customer",54,"F",2,"Graduate","Married","Unknown","Blue",42,4,1,1,11794,1018,10776,0.898,5547,87,0.706,0.086,3.3214e-05,0.99997
713736333,"Attrited Customer",41,"F",3,"Uneducated","Married","$40K - $60K","Blue",36,1,3,4,3606,0,3606,0.37,1829,41,0.519,0,0.99819,0.00181217
717836733,"Existing Customer",49,"F",1,"Graduate","Married","Less than $40K","Blue",36,6,2,1,5153,1378,3775,0.744,4274,81,0.723,0.267,6.4428e-05,0.99994
720289533,"Existing Customer",47,"F",4,"Unknown","Married","Unknown","Blue",42,5,2,3,1882,1143,739,0.638,4536,85,0.889,0.607,0.00022068,0.99978
718848183,"Existing Customer",50,"M",2,"Post-Graduate","Married","$80K - $120K","Blue",42,6,1,1,9873,1276,8597,0.791,4613,82,0.745,0.129,3.9082e-05,0.99996
720142308,"Attrited Customer",52,"F",2,"Graduate","Married","Less than $40K","Blue",36,5,3,4,2160,0,2160,0.645,2360,56,0.647,0,0.99807,0.00193323
771872733,"Existing Customer",38,"M",0,"Unknown","Married","$60K - $80K","Blue",26,5,2,1,3809,1521,2288,0.692,4666,69,0.865,0.399,6.4745e-05,0.99994
818993508,"Existing Customer",52,"F",3,"Graduate","Married","Less than $40K","Blue",47,4,4,2,2577,879,1698,0.74,5021,75,0.744,0.341,0.00022556,0.99977
789820308,"Existing Customer",50,"F",3,"Graduate","Married","Less than $40K","Blue",40,3,2,2,2925,2065,860,0.692,3913,47,1.474,0.706,0.00011811,0.99988
710785383,"Attrited Customer",49,"F",2,"Graduate","Married","Less than $40K","Blue",39,3,3,1,2212,0,2212,0.942,2394,55,0.897,0,0.99087,0.00913
716484333,"Existing Customer",46,"F",2,"Graduate","Married","Less than $40K","Blue",40,6,1,2,1696,1177,519,0.686,4410,84,0.826,0.694,5.5077e-05,0.99994
708519108,"Attrited Customer",46,"F",1,"Graduate","Married","Unknown","Blue",24,3,3,2,2694,1576,1118,0.494,2041,57,0.9,0.585,0.99411,0.00589
719740008,"Attrited Customer",51,"F",4,"High School","Married","Less than $40K","Blue",41,3,3,4,2791,940,1851,0.813,2584,49,0.441,0.337,0.9981,0.00189625
711605208,"Attrited Customer",61,"M",0,"Uneducated","Married","$80K - $120K","Blue",43,3,3,5,1438.3,0,1438.3,0.7,1958,47,0.424,0,0.99873,0.00126699
714882258,"Existing Customer",38,"F",2,"College","Married","Unknown","Blue",36,6,1,2,1438.3,730,708.3,0.921,4583,67,0.914,0.508,5.3547e-05,0.99995
766550808,"Existing Customer",45,"F",3,"Graduate","Married","$40K - $60K","Blue",38,3,6,1,4195,2440,1755,0.889,4430,72,0.714,0.582,8.8856e-05,0.99991
718941183,"Existing Customer",48,"F",1,"College","Married","Less than $40K","Blue",38,5,2,2,1832,748,1084,0.879,4376,87,0.812,0.408,0.00010387,0.9999
708516558,"Existing Customer",37,"F",2,"High School","Married","Less than $40K","Blue",36,3,2,1,2588,1782,806,0.546,4159,83,0.766,0.689,6.6728e-05,0.99993
771230508,"Existing Customer",46,"F",4,"College","Married","$40K - $60K","Blue",33,4,1,1,2423,429,1994,0.625,4717,80,0.739,0.177,3.3866e-05,0.99997
713405133,"Existing Customer",51,"M",2,"College","Married","$120K +","Blue",43,5,2,3,5232,1923,3309,0.629,4976,93,0.661,0.368,0.00018612,0.99981
823840458,"Existing Customer",47,"F",1,"High School","Married","Unknown","Blue",43,4,2,2,1828,1517,311,0.661,4542,82,0.577,0.83,0.00010386,0.9999
791754258,"Existing Customer",49,"F",5,"Graduate","Married","Unknown","Blue",43,4,3,2,2557,2351,206,0.807,4342,73,1.147,0.919,0.0001857,0.99981
745853283,"Existing Customer",38,"F",1,"Graduate","Married","Unknown","Blue",31,3,1,3,7234,0,7234,0.899,5198,75,1.083,0,8.6952e-05,0.99991
818791833,"Existing Customer",42,"F",3,"Graduate","Married","Less than $40K","Blue",37,4,2,1,2730,1303,1427,1.308,4750,76,0.9,0.477,7.1226e-05,0.99993
714981483,"Existing Customer",50,"F",3,"High School","Married","Unknown","Blue",38,4,2,1,2808,1720,1088,0.836,5137,81,0.723,0.613,6.9242e-05,0.99993
713661933,"Existing Customer",44,"F",1,"College","Married","Less than $40K","Blue",33,5,1,3,1522,0,1522,0.783,4835,70,0.489,0,8.4537e-05,0.99992
818710233,"Existing Customer",41,"F",2,"Graduate","Married","$40K - $60K","Blue",36,6,2,3,2329,1271,1058,0.729,4382,70,0.667,0.546,0.00019143,0.99981
817958733,"Existing Customer",42,"F",2,"Uneducated","Married","Unknown","Blue",37,6,1,1,5099,958,4141,0.607,4025,73,0.521,0.188,3.415e-05,0.99997
708397008,"Existing Customer",54,"F",4,"Graduate","Married","Unknown","Blue",43,3,2,3,3805,821,2984,0.807,4326,67,0.811,0.216,0.00020077,0.9998
720547533,"Existing Customer",47,"F",2,"High School","Married","Unknown","Blue",32,3,2,1,11438,0,11438,0.815,4346,90,0.915,0,6.6728e-05,0.99993
716237508,"Existing Customer",44,"F",5,"High School","Married","Unknown","Blue",36,4,3,2,5254,2507,2747,0.751,4501,64,0.641,0.477,0.00018053,0.99982
714735033,"Existing Customer",45,"F",5,"Doctorate","Married","Less than $40K","Blue",34,4,2,2,1438.3,491,947.3,0.708,4376,84,0.787,0.341,0.00017004,0.99983
770909433,"Existing Customer",50,"F",2,"College","Married","$40K - $60K","Blue",37,6,2,1,3600,1904,1696,0.72,4946,75,0.531,0.529,6.6734e-05,0.99993
717278808,"Existing Customer",37,"F",3,"College","Married","Less than $40K","Blue",28,4,2,1,1788,0,1788,1.001,3511,56,0.931,0,6.9248e-05,0.99993
712640583,"Existing Customer",60,"F",0,"Doctorate","Married","Unknown","Blue",51,4,1,3,7508,2148,5360,0.89,4950,70,0.707,0.286,0.00011504,0.99988
716099958,"Attrited Customer",39,"F",5,"Unknown","Married","$40K - $60K","Blue",31,3,3,6,3333,1867,1466,0.947,3348,50,0.282,0.56,0.99944,0.0005616
788772708,"Existing Customer",50,"F",2,"Graduate","Married","Unknown","Blue",31,5,1,3,13745,0,13745,0.53,4432,61,0.605,0,9.2637e-05,0.99991
712795833,"Attrited Customer",34,"F",4,"Graduate","Married","Less than $40K","Blue",36,2,2,4,5021,2517,2504,0.587,2270,40,0.481,0.501,0.99709,0.0029104
718892283,"Existing Customer",43,"M",2,"Graduate","Married","$40K - $60K","Blue",34,3,2,1,4396,0,4396,0.592,4771,78,1.053,0,6.864e-05,0.99993
712098033,"Existing Customer",38,"F",1,"Uneducated","Married","Unknown","Blue",36,3,3,1,12621,912,11709,0.64,4945,78,0.56,0.072,0.00010469,0.9999
712593933,"Attrited Customer",40,"M",3,"Doctorate","Married","$40K - $60K","Blue",36,3,3,4,2313,0,2313,0.673,2249,42,0.312,0,0.99871,0.00128822
711343233,"Existing Customer",53,"F",3,"Uneducated","Married","Less than $40K","Blue",36,3,1,3,1438.3,1183,255.3,0.841,4551,65,0.667,0.822,9.8837e-05,0.9999
711890808,"Existing Customer",42,"F",3,"Graduate","Married","Less than $40K","Blue",36,4,2,2,2526,2048,478,0.716,4267,72,0.8,0.811,0.00011811,0.99988
714164808,"Attrited Customer",42,"F",4,"Graduate","Married","$40K - $60K","Blue",33,4,3,2,2918,0,2918,0.559,2056,54,0.459,0,0.99473,0.00527
789533133,"Existing Customer",45,"M",3,"High School","Married","$60K - $80K","Blue",37,5,1,2,4995,1766,3229,0.76,4389,82,0.864,0.354,5.5559e-05,0.99994
779523258,"Existing Customer",34,"M",2,"Graduate","Married","$40K - $60K","Blue",17,6,2,1,3323,1062,2261,0.729,4610,78,0.773,0.32,6.864e-05,0.99993
719617758,"Existing Customer",56,"F",1,"Graduate","Married","Less than $40K","Blue",48,3,1,3,2464,1794,670,0.682,4610,76,0.9,0.728,8.6952e-05,0.99991
711851583,"Existing Customer",50,"M",2,"Graduate","Married","$120K +","Blue",42,6,2,1,8220,1015,7205,1.063,4794,77,0.878,0.123,6.864e-05,0.99993
711904008,"Attrited Customer",40,"M",4,"High School","Married","$60K - $80K","Blue",36,4,3,5,5869,0,5869,0.642,2203,41,0.519,0,0.9989,0.00109664
719911458,"Existing Customer",49,"F",5,"High School","Married","Less than $40K","Blue",36,4,2,3,2598,1848,750,0.547,4396,78,0.814,0.711,0.00019213,0.99981
719046558,"Existing Customer",39,"M",2,"Graduate","Married","$60K - $80K","Blue",36,6,3,3,1982,1751,231,0.843,4313,62,0.676,0.883,0.00030251,0.9997
789907533,"Attrited Customer",49,"M",3,"Graduate","Married","$80K - $120K","Blue",40,4,2,3,4576,193,4383,0.85,3100,54,0.742,0.042,0.99499,0.00501
756736008,"Existing Customer",45,"F",2,"Post-Graduate","Married","Less than $40K","Blue",38,3,2,3,2911,1471,1440,0.871,4450,62,0.771,0.505,0.00022525,0.99977
772857558,"Existing Customer",47,"M",4,"Graduate","Married","$60K - $80K","Blue",30,4,2,3,2257,896,1361,0.68,4618,94,0.516,0.397,0.00020077,0.9998
714559458,"Attrited Customer",46,"M",4,"College","Married","$60K - $80K","Blue",36,4,2,1,1681,0,1681,0.464,1953,48,0.5,0,0.98591,0.01409
715128408,"Existing Customer",49,"F",2,"Unknown","Married","Less than $40K","Blue",36,5,3,3,1438.3,863,575.3,0.605,4482,67,0.914,0.6,0.00033251,0.99967
717856983,"Existing Customer",42,"F",5,"Uneducated","Married","Unknown","Blue",29,3,2,3,1840,1267,573,0.605,4515,76,0.49,0.689,0.00020321,0.9998
823908858,"Existing Customer",51,"M",4,"Unknown","Married","$80K - $120K","Blue",47,4,3,2,3861,622,3239,0.794,4816,81,0.976,0.161,0.00020735,0.99979
798011733,"Existing Customer",53,"F",3,"Graduate","Married","Less than $40K","Blue",47,4,1,2,1562,751,811,0.925,4574,81,0.976,0.481,5.7151e-05,0.99994
711391308,"Existing Customer",46,"F",4,"Uneducated","Married","$40K - $60K","Blue",34,6,3,3,2168,1704,464,0.725,4584,92,0.769,0.786,0.0003262,0.99967
717688233,"Existing Customer",34,"F",4,"High School","Married","$40K - $60K","Blue",28,6,1,0,2432,851,1581,0.873,4760,69,0.917,0.35,2.0713e-05,0.99998
712012758,"Existing Customer",49,"F",2,"Uneducated","Married","Less than $40K","Blue",41,5,1,3,2189,1860,329,0.834,4195,81,0.653,0.85,9.5249e-05,0.9999
720563958,"Existing Customer",48,"F",3,"Post-Graduate","Married","Unknown","Blue",38,6,1,3,4025,0,4025,0.887,4445,92,0.673,0,0.00011311,0.99989
719633508,"Existing Customer",52,"F",1,"Doctorate","Married","Less than $40K","Blue",39,3,1,1,1663,0,1663,0.707,4875,86,0.654,0,4.5115e-05,0.99995
716689383,"Existing Customer",39,"F",2,"Graduate","Married","$40K - $60K","Blue",26,4,1,1,3649,929,2720,0.633,3964,77,0.75,0.255,3.3214e-05,0.99997
710855508,"Existing Customer",45,"F",3,"Uneducated","Married","Less than $40K","Blue",33,4,3,1,2740,1786,954,0.597,4327,70,1.333,0.652,0.00011574,0.99988
715303608,"Existing Customer",46,"F",4,"High School","Married","Less than $40K","Blue",36,5,2,1,2374,1332,1042,0.686,4253,81,0.884,0.561,6.9982e-05,0.99993
772813458,"Existing Customer",48,"F",3,"Graduate","Married","Unknown","Blue",39,3,1,2,6130,1741,4389,0.578,4264,63,0.658,0.284,5.7151e-05,0.99994
719279208,"Existing Customer",35,"F",1,"Unknown","Married","Less than $40K","Blue",36,3,1,2,2158,1299,859,0.733,4946,73,0.973,0.602,5.6825e-05,0.99994
713355708,"Existing Customer",41,"F",3,"High School","Married","Unknown","Blue",31,4,6,3,4739,1878,2861,0.719,5238,84,0.826,0.396,0.0002409,0.99976
716313858,"Existing Customer",53,"F",3,"Graduate","Married","Less than $40K","Blue",36,6,4,0,3319,913,2406,0.612,4560,84,1.049,0.275,8.3212e-05,0.99992
714868608,"Existing Customer",52,"F",4,"Graduate","Married","Less than $40K","Blue",36,6,3,1,3021,1530,1491,0.731,4105,76,0.767,0.506,0.00011377,0.99989
717273333,"Existing Customer",49,"M",5,"College","Married","$80K - $120K","Blue",37,3,2,2,29219,0,29219,0.77,4575,84,0.68,0,0.00011424,0.99989
790204983,"Existing Customer",46,"F",2,"Graduate","Married","Unknown","Blue",40,4,5,3,3131,0,3131,0.811,4507,93,0.632,0,0.00033787,0.99966
779380908,"Attrited Customer",51,"M",1,"Unknown","Married","$80K - $120K","Blue",39,4,3,4,24462,946,23516,0.475,1709,37,0.542,0.039,0.99813,0.00187387
714144258,"Existing Customer",43,"F",3,"Graduate","Married","Less than $40K","Blue",34,6,2,1,2725,2517,208,0.482,4430,66,0.692,0.924,7.1226e-05,0.99993
709965858,"Existing Customer",46,"M",1,"High School","Married","$120K +","Blue",28,4,3,3,9880,1792,8088,0.804,4609,80,0.951,0.181,0.00027604,0.99972
713011683,"Attrited Customer",37,"F",3,"College","Married","Unknown","Blue",24,4,2,4,11239,0,11239,0.32,2055,43,0.162,0,0.99697,0.00302519
713503983,"Existing Customer",55,"F",3,"College","Married","$40K - $60K","Blue",36,5,1,3,2240,1231,1009,0.637,3623,71,0.69,0.55,9.3457e-05,0.99991
712137033,"Existing Customer",52,"F",2,"College","Married","Unknown","Blue",45,5,1,2,2737,1719,1018,0.657,4725,63,0.615,0.628,5.3547e-05,0.99995
715910883,"Existing Customer",48,"F",1,"High School","Married","Less than $40K","Blue",40,5,4,3,4170,1384,2786,0.77,4532,94,0.649,0.332,0.00033359,0.99967
771163533,"Existing Customer",52,"F",1,"Unknown","Married","$40K - $60K","Blue",39,3,2,1,1438.3,635,803.3,0.744,4617,79,0.927,0.441,7.0819e-05,0.99993
709028208,"Existing Customer",44,"F",2,"Graduate","Married","Unknown","Blue",37,6,3,2,24221,1274,22947,0.452,3361,63,0.853,0.053,0.00017987,0.99982
719834208,"Existing Customer",42,"M",2,"Graduate","Married","$60K - $80K","Blue",35,6,1,2,2131,1288,843,0.797,4264,81,0.841,0.604,5.5077e-05,0.99994
709408983,"Existing Customer",54,"M",2,"High School","Married","$120K +","Blue",42,3,2,3,5256,889,4367,0.559,5078,91,0.685,0.169,0.0001861,0.99981
778932633,"Existing Customer",57,"F",2,"Graduate","Married","Less than $40K","Blue",40,5,3,2,1629,1185,444,0.766,4897,83,0.886,0.727,0.00017987,0.99982
716007708,"Existing Customer",48,"M",2,"Graduate","Married","$120K +","Blue",37,3,1,2,8956,1279,7677,0.864,4814,73,1.212,0.143,5.5077e-05,0.99994
767574108,"Existing Customer",49,"F",1,"College","Married","Less than $40K","Blue",43,4,3,2,1438.3,786,652.3,0.609,4094,64,0.561,0.546,0.00016415,0.99984
816841083,"Existing Customer",58,"F",3,"College","Married","Less than $40K","Blue",53,4,3,1,2493,1566,927,0.767,4867,90,0.607,0.628,0.00010944,0.99989
778849908,"Existing Customer",59,"F",1,"Doctorate","Married","Less than $40K","Blue",40,3,3,1,2687,2452,235,0.817,4697,81,0.761,0.913,0.00014734,0.99985
708745983,"Existing Customer",37,"F",2,"Unknown","Married","$40K - $60K","Blue",36,4,2,2,2208,1559,649,0.51,4686,81,0.761,0.706,0.00012511,0.99987
713381433,"Attrited Customer",38,"F",1,"High School","Married","Less than $40K","Blue",28,3,3,3,4196,731,3465,0.485,1868,30,0.2,0.174,0.99639,0.00360858
710542983,"Existing Customer",48,"F",4,"Graduate","Married","Less than $40K","Blue",21,4,6,0,1930,0,1930,0.815,5033,87,0.582,0,5.4933e-05,0.99995
721253508,"Existing Customer",40,"M",3,"High School","Married","$80K - $120K","Blue",36,6,3,1,9599,2356,7243,0.791,4754,84,0.68,0.245,0.00010943,0.99989
708176208,"Existing Customer",48,"F",1,"Graduate","Married","$40K - $60K","Blue",36,4,4,1,7268,0,7268,0.691,4199,80,0.905,0,0.00012305,0.99988
716474358,"Existing Customer",43,"F",3,"Unknown","Married","Less than $40K","Blue",35,5,3,2,1721,729,992,0.902,4853,74,0.644,0.424,0.00020516,0.99979
713121408,"Existing Customer",38,"M",3,"College","Married","$80K - $120K","Blue",30,5,3,2,3976,1667,2309,0.929,4372,69,0.683,0.419,0.00018146,0.99982
717609633,"Existing Customer",44,"M",3,"Unknown","Married","$120K +","Blue",32,6,2,2,12725,1759,10966,1.056,4139,58,0.812,0.138,0.00012982,0.99987
772415808,"Existing Customer",48,"F",5,"Post-Graduate","Married","$40K - $60K","Blue",38,3,3,1,2926,716,2210,0.949,4219,78,0.592,0.245,0.00013178,0.99987
709245783,"Existing Customer",44,"F",3,"Graduate","Married","Unknown","Blue",27,5,1,1,7751,1965,5786,0.782,4543,90,0.731,0.254,3.4465e-05,0.99997
720507108,"Attrited Customer",42,"F",3,"College","Married","Less than $40K","Blue",28,3,3,2,1601,0,1601,0.63,2339,41,0.414,0,0.99452,0.00548
716751858,"Attrited Customer",34,"F",1,"Unknown","Married","Less than $40K","Blue",36,2,3,3,2401,496,1905,0.647,2597,40,0.379,0.207,0.99681,0.00319278
712829808,"Attrited Customer",39,"M",3,"Uneducated","Married","$60K - $80K","Blue",29,4,3,4,2187,0,2187,0.467,2031,40,0.333,0,0.99819,0.00181217
711900033,"Existing Customer",57,"F",0,"Doctorate","Married","Unknown","Blue",46,5,2,1,4661,1734,2927,0.789,5242,81,1.382,0.372,8.5238e-05,0.99991
712732908,"Existing Customer",36,"M",4,"Graduate","Married","$80K - $120K","Blue",36,5,3,1,2262,1450,812,0.735,4116,84,0.787,0.641,0.00011377,0.99989
826136283,"Existing Customer",38,"F",3,"High School","Married","Less than $40K","Blue",34,3,3,2,2450,1981,469,0.712,4352,66,0.784,0.809,0.00018145,0.99982
778714833,"Existing Customer",36,"F",4,"College","Married","Unknown","Blue",18,4,3,2,3926,1760,2166,0.874,4890,92,0.704,0.448,0.0001834,0.99982
717042333,"Attrited Customer",53,"F",2,"College","Married","Less than $40K","Blue",44,3,3,3,1473,0,1473,0.92,2836,48,0.6,0,0.99661,0.00338757
710676483,"Existing Customer",38,"F",2,"Unknown","Married","Less than $40K","Blue",36,4,2,2,5589,0,5589,0.787,4064,77,0.711,0,0.00012511,0.99987
827712108,"Existing Customer",42,"F",5,"Graduate","Married","Less than $40K","Blue",38,5,1,2,2346,1373,973,0.73,4432,72,0.756,0.585,5.6861e-05,0.99994
771061008,"Attrited Customer",40,"F",2,"Doctorate","Married","$40K - $60K","Blue",27,4,2,3,2208,0,2208,0.695,2659,56,0.806,0,0.9964,0.00359603
716201133,"Existing Customer",35,"F",2,"High School","Married","Less than $40K","Blue",36,4,3,1,1476,0,1476,0.592,4279,76,0.767,0,0.00010545,0.99989
710119233,"Existing Customer",37,"M",1,"High School","Married","$120K +","Blue",26,5,2,1,11726,1925,9801,0.855,4186,63,0.703,0.164,6.2633e-05,0.99994
789419658,"Existing Customer",47,"F",4,"College","Married","Unknown","Blue",38,3,2,1,1438.3,0,1438.3,0.68,4503,89,0.978,0,6.9988e-05,0.99993
789800358,"Existing Customer",45,"F",3,"High School","Married","Less than $40K","Blue",34,6,1,3,2647,1288,1359,0.765,4730,78,0.857,0.487,9.3448e-05,0.99991
